Account_number,Ledger,Company_name,Date,Metric,Cost
18040,  Acquired software,The Vestige Group LLC,06/30/2025,Actual,730000.0
18040,  Acquired software,The Vestige Group LLC (All),06/30/2025,Actual,730000.0
18040,  Acquired software,MJM Innovations LLC,06/30/2025,Actual,0.0
18040,  Acquired software,Creative Software Solutions LLC,06/30/2025,Actual,0.0
18040,  Acquired software,MJM Innovations LLC - NEW,06/30/2025,Actual,890000.0
18040,  Acquired software,DispatchBot LLC,06/30/2025,Actual,0.0
18040,  Acquired software,TT Faster LLC,06/30/2025,Actual,1940000.0
18040,  Acquired software,ArgoTrak Inc,06/30/2025,Actual,0.0
18040,  Acquired software,Passio Tech LLC,06/30/2025,Actual,670000.0
18040,  Acquired software,Tripshot,06/30/2025,Actual,5220000.0
18040,  Acquired software,busHive,06/30/2025,Actual,920000.0
18040,  Acquired software,Bytecurve,06/30/2025,Actual,2360000.0
18040,  Acquired software,Bytecurve (All),06/30/2025,Actual,3280000.0
18040,  Acquired software,Elimination Entity,06/30/2025,Actual,0.0
18040,  Acquired software,All Locations,06/30/2025,Actual,17300280.0
18510,  Accum amort - goodwill,TT Intermediate Corp,06/30/2025,Actual,0.0
18510,  Accum amort - goodwill,Transit Technologies LLC,06/30/2025,Actual,-41944628.62
18510,  Accum amort - goodwill,"Foxster Opco, LLC",06/30/2025,Actual,-305706.26
18510,  Accum amort - goodwill,Ecolane Finland,06/30/2025,Actual,0.0
18510,  Accum amort - goodwill,Ecolane USA,06/30/2025,Actual,-23580154.07
18510,  Accum amort - goodwill,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
18510,  Accum amort - goodwill,The Vestige Group LLC,06/30/2025,Actual,-5553178.69
18510,  Accum amort - goodwill,The Vestige Group LLC (All),06/30/2025,Actual,-5553178.69
18510,  Accum amort - goodwill,MJM Innovations LLC,06/30/2025,Actual,0.0
18510,  Accum amort - goodwill,Creative Software Solutions LLC,06/30/2025,Actual,0.0
18510,  Accum amort - goodwill,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
18510,  Accum amort - goodwill,DispatchBot LLC,06/30/2025,Actual,0.0
18510,  Accum amort - goodwill,TT Faster LLC,06/30/2025,Actual,-22829486.08
18510,  Accum amort - goodwill,ArgoTrak Inc,06/30/2025,Actual,0.0
18510,  Accum amort - goodwill,Passio Tech LLC,06/30/2025,Actual,-2919702.32
18510,  Accum amort - goodwill,Tripshot,06/30/2025,Actual,-4640703.33
18510,  Accum amort - goodwill,busHive,06/30/2025,Actual,-588139.91
18510,  Accum amort - goodwill,Bytecurve,06/30/2025,Actual,-2275597.56
18510,  Accum amort - goodwill,Bytecurve (All),06/30/2025,Actual,-2863737.47
18510,  Accum amort - goodwill,Elimination Entity,06/30/2025,Actual,0.0
18510,  Accum amort - goodwill,All Locations,06/30/2025,Actual,-104637296.84
18520,  Accum amort - tradename,TT Intermediate Corp,06/30/2025,Actual,0.0
18520,  Accum amort - tradename,Transit Technologies LLC,06/30/2025,Actual,0.0
18520,  Accum amort - tradename,"Foxster Opco, LLC",06/30/2025,Actual,-704719.34
18520,  Accum amort - tradename,Ecolane Finland,06/30/2025,Actual,0.0
18520,  Accum amort - tradename,Ecolane USA,06/30/2025,Actual,-1069233.51
18520,  Accum amort - tradename,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
18520,  Accum amort - tradename,The Vestige Group LLC,06/30/2025,Actual,-424714.62
18520,  Accum amort - tradename,The Vestige Group LLC (All),06/30/2025,Actual,-424714.62
18520,  Accum amort - tradename,MJM Innovations LLC,06/30/2025,Actual,0.0
18520,  Accum amort - tradename,Creative Software Solutions LLC,06/30/2025,Actual,0.0
18520,  Accum amort - tradename,MJM Innovations LLC - NEW,06/30/2025,Actual,-467009.98
18520,  Accum amort - tradename,DispatchBot LLC,06/30/2025,Actual,-13762.0
18520,  Accum amort - tradename,TT Faster LLC,06/30/2025,Actual,-778226.58
18520,  Accum amort - tradename,ArgoTrak Inc,06/30/2025,Actual,0.0
18520,  Accum amort - tradename,Passio Tech LLC,06/30/2025,Actual,-218115.43
18520,  Accum amort - tradename,Tripshot,06/30/2025,Actual,-256000.0
18520,  Accum amort - tradename,busHive,06/30/2025,Actual,-15666.67
18520,  Accum amort - tradename,Bytecurve,06/30/2025,Actual,-90750.0
18520,  Accum amort - tradename,Bytecurve (All),06/30/2025,Actual,-106416.67
18520,  Accum amort - tradename,Elimination Entity,06/30/2025,Actual,0.0
18520,  Accum amort - tradename,All Locations,06/30/2025,Actual,-4038198.13
18530,  Accum amort - website design,TT Intermediate Corp,06/30/2025,Actual,0.0
18530,  Accum amort - website design,Transit Technologies LLC,06/30/2025,Actual,-6601.32
18530,  Accum amort - website design,"Foxster Opco, LLC",06/30/2025,Actual,0.0
18530,  Accum amort - website design,Ecolane Finland,06/30/2025,Actual,0.0
18530,  Accum amort - website design,Ecolane USA,06/30/2025,Actual,0.0
18530,  Accum amort - website design,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
18530,  Accum amort - website design,The Vestige Group LLC,06/30/2025,Actual,0.0
18530,  Accum amort - website design,The Vestige Group LLC (All),06/30/2025,Actual,0.0
18530,  Accum amort - website design,MJM Innovations LLC,06/30/2025,Actual,0.0
18530,  Accum amort - website design,Creative Software Solutions LLC,06/30/2025,Actual,0.0
18530,  Accum amort - website design,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
18530,  Accum amort - website design,DispatchBot LLC,06/30/2025,Actual,0.0
18530,  Accum amort - website design,TT Faster LLC,06/30/2025,Actual,0.0
18530,  Accum amort - website design,ArgoTrak Inc,06/30/2025,Actual,0.0
18530,  Accum amort - website design,Passio Tech LLC,06/30/2025,Actual,0.0
18530,  Accum amort - website design,Tripshot,06/30/2025,Actual,0.0
18530,  Accum amort - website design,busHive,06/30/2025,Actual,0.0
18530,  Accum amort - website design,Bytecurve,06/30/2025,Actual,0.0
18530,  Accum amort - website design,Bytecurve (All),06/30/2025,Actual,0.0
18530,  Accum amort - website design,Elimination Entity,06/30/2025,Actual,0.0
18530,  Accum amort - website design,All Locations,06/30/2025,Actual,-6601.32
18540,  Accum amort - acquired software,TT Intermediate Corp,06/30/2025,Actual,0.0
18540,  Accum amort - acquired software,Transit Technologies LLC,06/30/2025,Actual,0.0
18540,  Accum amort - acquired software,"Foxster Opco, LLC",06/30/2025,Actual,-1667690.39
18540,  Accum amort - acquired software,Ecolane Finland,06/30/2025,Actual,-2889000.0
18540,  Accum amort - acquired software,Ecolane USA,06/30/2025,Actual,0.0
18540,  Accum amort - acquired software,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
18540,  Accum amort - acquired software,The Vestige Group LLC,06/30/2025,Actual,-597797.43
18540,  Accum amort - acquired software,The Vestige Group LLC (All),06/30/2025,Actual,-597797.43
18540,  Accum amort - acquired software,MJM Innovations LLC,06/30/2025,Actual,0.0
18540,  Accum amort - acquired software,Creative Software Solutions LLC,06/30/2025,Actual,0.0
18540,  Accum amort - acquired software,MJM Innovations LLC - NEW,06/30/2025,Actual,-890000.0
18540,  Accum amort - acquired software,DispatchBot LLC,06/30/2025,Actual,0.0
18540,  Accum amort - acquired software,TT Faster LLC,06/30/2025,Actual,-1531005.65
18540,  Accum amort - acquired software,ArgoTrak Inc,06/30/2025,Actual,0.0
18540,  Accum amort - acquired software,Passio Tech LLC,06/30/2025,Actual,-529574.43
18540,  Accum amort - acquired software,Tripshot,06/30/2025,Actual,-994285.73
18540,  Accum amort - acquired software,busHive,06/30/2025,Actual,-51111.11
18540,  Accum amort - acquired software,Bytecurve,06/30/2025,Actual,-309047.63
18540,  Accum amort - acquired software,Bytecurve (All),06/30/2025,Actual,-360158.74
18540,  Accum amort - acquired software,Elimination Entity,06/30/2025,Actual,0.0
18540,  Accum amort - acquired software,All Locations,06/30/2025,Actual,-9459512.37
19000,  Investment in subsidiaries,TT Intermediate Corp,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,Transit Technologies LLC,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,"Foxster Opco, LLC",06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,Ecolane Finland,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,Ecolane USA,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,The Vestige Group LLC,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,The Vestige Group LLC (All),06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,MJM Innovations LLC,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,Creative Software Solutions LLC,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,DispatchBot LLC,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,TT Faster LLC,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,ArgoTrak Inc,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,Passio Tech LLC,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,Tripshot,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,busHive,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,Bytecurve,06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,Bytecurve (All),06/30/2025,Actual,0.0
19000,  Investment in subsidiaries,Elimination Entity,06/30/2025,Actual,0.35
19000,  Investment in subsidiaries,All Locations,06/30/2025,Actual,0.35
19004,  IIS - CTS,TT Intermediate Corp,06/30/2025,Actual,0.0
19004,  IIS - CTS,Transit Technologies LLC,06/30/2025,Actual,0.12
19004,  IIS - CTS,"Foxster Opco, LLC",06/30/2025,Actual,0.0
19004,  IIS - CTS,Ecolane Finland,06/30/2025,Actual,0.0
19004,  IIS - CTS,Ecolane USA,06/30/2025,Actual,0.0
19004,  IIS - CTS,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
19004,  IIS - CTS,The Vestige Group LLC,06/30/2025,Actual,0.0
19004,  IIS - CTS,The Vestige Group LLC (All),06/30/2025,Actual,0.0
19004,  IIS - CTS,MJM Innovations LLC,06/30/2025,Actual,0.0
19004,  IIS - CTS,Creative Software Solutions LLC,06/30/2025,Actual,0.0
19004,  IIS - CTS,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
19004,  IIS - CTS,DispatchBot LLC,06/30/2025,Actual,0.0
19004,  IIS - CTS,TT Faster LLC,06/30/2025,Actual,0.0
19004,  IIS - CTS,ArgoTrak Inc,06/30/2025,Actual,0.0
19004,  IIS - CTS,Passio Tech LLC,06/30/2025,Actual,0.0
19004,  IIS - CTS,Tripshot,06/30/2025,Actual,0.0
19004,  IIS - CTS,busHive,06/30/2025,Actual,0.0
19004,  IIS - CTS,Bytecurve,06/30/2025,Actual,0.0
19004,  IIS - CTS,Bytecurve (All),06/30/2025,Actual,0.0
19004,  IIS - CTS,Elimination Entity,06/30/2025,Actual,0.0
19004,  IIS - CTS,All Locations,06/30/2025,Actual,0.12
19006,  IIS - MJM,TT Intermediate Corp,06/30/2025,Actual,0.0
19006,  IIS - MJM,Transit Technologies LLC,06/30/2025,Actual,0.31
19006,  IIS - MJM,"Foxster Opco, LLC",06/30/2025,Actual,0.0
19006,  IIS - MJM,Ecolane Finland,06/30/2025,Actual,0.0
19006,  IIS - MJM,Ecolane USA,06/30/2025,Actual,0.0
19006,  IIS - MJM,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
19006,  IIS - MJM,The Vestige Group LLC,06/30/2025,Actual,0.0
19006,  IIS - MJM,The Vestige Group LLC (All),06/30/2025,Actual,0.0
19006,  IIS - MJM,MJM Innovations LLC,06/30/2025,Actual,0.0
19006,  IIS - MJM,Creative Software Solutions LLC,06/30/2025,Actual,0.0
19006,  IIS - MJM,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
19006,  IIS - MJM,DispatchBot LLC,06/30/2025,Actual,0.0
19006,  IIS - MJM,TT Faster LLC,06/30/2025,Actual,0.0
19006,  IIS - MJM,ArgoTrak Inc,06/30/2025,Actual,0.0
19006,  IIS - MJM,Passio Tech LLC,06/30/2025,Actual,0.0
19006,  IIS - MJM,Tripshot,06/30/2025,Actual,0.0
19006,  IIS - MJM,busHive,06/30/2025,Actual,0.0
19006,  IIS - MJM,Bytecurve,06/30/2025,Actual,0.0
19006,  IIS - MJM,Bytecurve (All),06/30/2025,Actual,0.0
19006,  IIS - MJM,Elimination Entity,06/30/2025,Actual,0.0
19006,  IIS - MJM,All Locations,06/30/2025,Actual,0.31
19012,  IIS - Tripshot,TT Intermediate Corp,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,Transit Technologies LLC,06/30/2025,Actual,44664842.67
19012,  IIS - Tripshot,"Foxster Opco, LLC",06/30/2025,Actual,0.0
19012,  IIS - Tripshot,Ecolane Finland,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,Ecolane USA,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,The Vestige Group LLC,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,The Vestige Group LLC (All),06/30/2025,Actual,0.0
19012,  IIS - Tripshot,MJM Innovations LLC,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,Creative Software Solutions LLC,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,DispatchBot LLC,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,TT Faster LLC,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,ArgoTrak Inc,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,Passio Tech LLC,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,Tripshot,06/30/2025,Actual,-44664842.67
19012,  IIS - Tripshot,busHive,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,Bytecurve,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,Bytecurve (All),06/30/2025,Actual,0.0
19012,  IIS - Tripshot,Elimination Entity,06/30/2025,Actual,0.0
19012,  IIS - Tripshot,All Locations,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,TT Intermediate Corp,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,Transit Technologies LLC,06/30/2025,Actual,32646188.91
19013,  IIS - Bytecurve,"Foxster Opco, LLC",06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,Ecolane Finland,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,Ecolane USA,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,The Vestige Group LLC,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,The Vestige Group LLC (All),06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,MJM Innovations LLC,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,Creative Software Solutions LLC,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,DispatchBot LLC,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,TT Faster LLC,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,ArgoTrak Inc,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,Passio Tech LLC,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,Tripshot,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,busHive,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,Bytecurve,06/30/2025,Actual,-32646189.0
19013,  IIS - Bytecurve,Bytecurve (All),06/30/2025,Actual,-32646189.0
19013,  IIS - Bytecurve,Elimination Entity,06/30/2025,Actual,0.0
19013,  IIS - Bytecurve,All Locations,06/30/2025,Actual,-0.09
19014,  IIS - BusHive,TT Intermediate Corp,06/30/2025,Actual,0.0
19014,  IIS - BusHive,Transit Technologies LLC,06/30/2025,Actual,14078669.55
19014,  IIS - BusHive,"Foxster Opco, LLC",06/30/2025,Actual,0.0
19014,  IIS - BusHive,Ecolane Finland,06/30/2025,Actual,0.0
19014,  IIS - BusHive,Ecolane USA,06/30/2025,Actual,0.0
19014,  IIS - BusHive,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
19014,  IIS - BusHive,The Vestige Group LLC,06/30/2025,Actual,0.0
19014,  IIS - BusHive,The Vestige Group LLC (All),06/30/2025,Actual,0.0
19014,  IIS - BusHive,MJM Innovations LLC,06/30/2025,Actual,0.0
19014,  IIS - BusHive,Creative Software Solutions LLC,06/30/2025,Actual,0.0
19014,  IIS - BusHive,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
19014,  IIS - BusHive,DispatchBot LLC,06/30/2025,Actual,0.0
19014,  IIS - BusHive,TT Faster LLC,06/30/2025,Actual,0.0
19014,  IIS - BusHive,ArgoTrak Inc,06/30/2025,Actual,0.0
19014,  IIS - BusHive,Passio Tech LLC,06/30/2025,Actual,0.0
19014,  IIS - BusHive,Tripshot,06/30/2025,Actual,0.0
19014,  IIS - BusHive,busHive,06/30/2025,Actual,-14078669.55
19014,  IIS - BusHive,Bytecurve,06/30/2025,Actual,0.0
19014,  IIS - BusHive,Bytecurve (All),06/30/2025,Actual,-14078669.55
19014,  IIS - BusHive,Elimination Entity,06/30/2025,Actual,0.0
19014,  IIS - BusHive,All Locations,06/30/2025,Actual,0.0
20000,  Accounts payable,TT Intermediate Corp,06/30/2025,Actual,0.0
20000,  Accounts payable,Transit Technologies LLC,06/30/2025,Actual,-767922.66
20000,  Accounts payable,"Foxster Opco, LLC",06/30/2025,Actual,-105808.37
20000,  Accounts payable,Ecolane Finland,06/30/2025,Actual,9435.16
20000,  Accounts payable,Ecolane USA,06/30/2025,Actual,-181005.48
20000,  Accounts payable,Argo-Migrated to Vestige Group,06/30/2025,Actual,1376.45
20000,  Accounts payable,The Vestige Group LLC,06/30/2025,Actual,-684426.73
20000,  Accounts payable,The Vestige Group LLC (All),06/30/2025,Actual,-683050.28
20000,  Accounts payable,MJM Innovations LLC,06/30/2025,Actual,0.0
20000,  Accounts payable,Creative Software Solutions LLC,06/30/2025,Actual,0.0
20000,  Accounts payable,MJM Innovations LLC - NEW,06/30/2025,Actual,-2516987.19
20000,  Accounts payable,DispatchBot LLC,06/30/2025,Actual,0.0
20000,  Accounts payable,TT Faster LLC,06/30/2025,Actual,-328137.17
20000,  Accounts payable,ArgoTrak Inc,06/30/2025,Actual,0.0
20000,  Accounts payable,Passio Tech LLC,06/30/2025,Actual,-776712.2
20000,  Accounts payable,Tripshot,06/30/2025,Actual,-265474.55
20000,  Accounts payable,busHive,06/30/2025,Actual,-23432.02
20000,  Accounts payable,Bytecurve,06/30/2025,Actual,-64686.55
20000,  Accounts payable,Bytecurve (All),06/30/2025,Actual,-88118.57
20000,  Accounts payable,Elimination Entity,06/30/2025,Actual,0.0
20000,  Accounts payable,All Locations,06/30/2025,Actual,-5703781.31
20400,  Goods Received Not Invoiced,TT Intermediate Corp,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,Transit Technologies LLC,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,"Foxster Opco, LLC",06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,Ecolane Finland,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,Ecolane USA,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,The Vestige Group LLC,06/30/2025,Actual,-2220.0
20400,  Goods Received Not Invoiced,The Vestige Group LLC (All),06/30/2025,Actual,-2220.0
20400,  Goods Received Not Invoiced,MJM Innovations LLC,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,Creative Software Solutions LLC,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,DispatchBot LLC,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,TT Faster LLC,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,ArgoTrak Inc,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,Passio Tech LLC,06/30/2025,Actual,0.02
20400,  Goods Received Not Invoiced,Tripshot,06/30/2025,Actual,8125.3
20400,  Goods Received Not Invoiced,busHive,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,Bytecurve,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,Bytecurve (All),06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,Elimination Entity,06/30/2025,Actual,0.0
20400,  Goods Received Not Invoiced,All Locations,06/30/2025,Actual,5905.32
20500,  Credit card payable,TT Intermediate Corp,06/30/2025,Actual,0.0
20500,  Credit card payable,Transit Technologies LLC,06/30/2025,Actual,0.0
20500,  Credit card payable,"Foxster Opco, LLC",06/30/2025,Actual,0.0
20500,  Credit card payable,Ecolane Finland,06/30/2025,Actual,0.0
20500,  Credit card payable,Ecolane USA,06/30/2025,Actual,0.0
20500,  Credit card payable,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
20500,  Credit card payable,The Vestige Group LLC,06/30/2025,Actual,0.0
20500,  Credit card payable,The Vestige Group LLC (All),06/30/2025,Actual,0.0
20500,  Credit card payable,MJM Innovations LLC,06/30/2025,Actual,0.0
20500,  Credit card payable,Creative Software Solutions LLC,06/30/2025,Actual,0.0
20500,  Credit card payable,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
20500,  Credit card payable,DispatchBot LLC,06/30/2025,Actual,0.0
20500,  Credit card payable,TT Faster LLC,06/30/2025,Actual,0.0
20500,  Credit card payable,ArgoTrak Inc,06/30/2025,Actual,0.0
20500,  Credit card payable,Passio Tech LLC,06/30/2025,Actual,0.0
20500,  Credit card payable,Tripshot,06/30/2025,Actual,0.0
20500,  Credit card payable,busHive,06/30/2025,Actual,-7364.35
20500,  Credit card payable,Bytecurve,06/30/2025,Actual,0.0
20500,  Credit card payable,Bytecurve (All),06/30/2025,Actual,-7364.35
20500,  Credit card payable,Elimination Entity,06/30/2025,Actual,0.0
20500,  Credit card payable,All Locations,06/30/2025,Actual,-7364.35
20503,  Webster - Ecolane,TT Intermediate Corp,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,Transit Technologies LLC,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,"Foxster Opco, LLC",06/30/2025,Actual,0.0
20503,  Webster - Ecolane,Ecolane Finland,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,Ecolane USA,06/30/2025,Actual,-31.34
20503,  Webster - Ecolane,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,The Vestige Group LLC,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,The Vestige Group LLC (All),06/30/2025,Actual,0.0
20503,  Webster - Ecolane,MJM Innovations LLC,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,Creative Software Solutions LLC,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,DispatchBot LLC,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,TT Faster LLC,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,ArgoTrak Inc,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,Passio Tech LLC,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,Tripshot,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,busHive,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,Bytecurve,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,Bytecurve (All),06/30/2025,Actual,0.0
20503,  Webster - Ecolane,Elimination Entity,06/30/2025,Actual,0.0
20503,  Webster - Ecolane,All Locations,06/30/2025,Actual,-31.34
20505,  Webster - Vestige,TT Intermediate Corp,06/30/2025,Actual,0.0
20505,  Webster - Vestige,Transit Technologies LLC,06/30/2025,Actual,0.0
20505,  Webster - Vestige,"Foxster Opco, LLC",06/30/2025,Actual,0.0
20505,  Webster - Vestige,Ecolane Finland,06/30/2025,Actual,0.0
20505,  Webster - Vestige,Ecolane USA,06/30/2025,Actual,0.0
20505,  Webster - Vestige,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
20505,  Webster - Vestige,The Vestige Group LLC,06/30/2025,Actual,-2774.62
20505,  Webster - Vestige,The Vestige Group LLC (All),06/30/2025,Actual,-2774.62
20505,  Webster - Vestige,MJM Innovations LLC,06/30/2025,Actual,0.0
20505,  Webster - Vestige,Creative Software Solutions LLC,06/30/2025,Actual,0.0
20505,  Webster - Vestige,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
20505,  Webster - Vestige,DispatchBot LLC,06/30/2025,Actual,0.0
20505,  Webster - Vestige,TT Faster LLC,06/30/2025,Actual,0.0
20505,  Webster - Vestige,ArgoTrak Inc,06/30/2025,Actual,0.0
20505,  Webster - Vestige,Passio Tech LLC,06/30/2025,Actual,0.0
20505,  Webster - Vestige,Tripshot,06/30/2025,Actual,0.0
20505,  Webster - Vestige,busHive,06/30/2025,Actual,0.0
20505,  Webster - Vestige,Bytecurve,06/30/2025,Actual,0.0
20505,  Webster - Vestige,Bytecurve (All),06/30/2025,Actual,0.0
20505,  Webster - Vestige,Elimination Entity,06/30/2025,Actual,0.0
20505,  Webster - Vestige,All Locations,06/30/2025,Actual,-2774.62
20507,  Webster - CTS,TT Intermediate Corp,06/30/2025,Actual,0.0
20507,  Webster - CTS,Transit Technologies LLC,06/30/2025,Actual,0.0
20507,  Webster - CTS,"Foxster Opco, LLC",06/30/2025,Actual,940.0
20507,  Webster - CTS,Ecolane Finland,06/30/2025,Actual,0.0
20507,  Webster - CTS,Ecolane USA,06/30/2025,Actual,0.0
20507,  Webster - CTS,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
20507,  Webster - CTS,The Vestige Group LLC,06/30/2025,Actual,0.0
20507,  Webster - CTS,The Vestige Group LLC (All),06/30/2025,Actual,0.0
20507,  Webster - CTS,MJM Innovations LLC,06/30/2025,Actual,0.0
20507,  Webster - CTS,Creative Software Solutions LLC,06/30/2025,Actual,0.0
20507,  Webster - CTS,MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
20507,  Webster - CTS,DispatchBot LLC,06/30/2025,Actual,0.0
20507,  Webster - CTS,TT Faster LLC,06/30/2025,Actual,0.0
20507,  Webster - CTS,ArgoTrak Inc,06/30/2025,Actual,0.0
20507,  Webster - CTS,Passio Tech LLC,06/30/2025,Actual,0.0
20507,  Webster - CTS,Tripshot,06/30/2025,Actual,0.0
20507,  Webster - CTS,busHive,06/30/2025,Actual,0.0
20507,  Webster - CTS,Bytecurve,06/30/2025,Actual,0.0
20507,  Webster - CTS,Bytecurve (All),06/30/2025,Actual,0.0
20507,  Webster - CTS,Elimination Entity,06/30/2025,Actual,0.0
20507,  Webster - CTS,All Locations,06/30/2025,Actual,940.0
20508,  Webster - TT Faster,TT Intermediate Corp,06/30/2025,Actual,0.0
20508,  Webster - TT Faster,Transit Technologies LLC,06/30/2025,Actual,0.0
20508,  Webster - TT Faster,"Foxster Opco, LLC",06/30/2025,Actual,0.0
20508,  Webster - TT Faster,Ecolane Finland,06/30/2025,Actual,0.0
20508,  Webster - TT Faster,Ecolane USA,06/30/2025,Actual,0.0
20508,  Webster - TT Faster,Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
20508,  Webster - TT Faster,The Vestige Group LLC,06/30/2025,Actual,0.0
20508,  Webster - TT Faster,The Vestige Group LLC (All),06/30/2025,Actual,0.0
