Account_number,Ledger,Company_name,Date,Metric,Cost
24204,  Def Rev - Transactions (Billed),TT Intermediate Corp,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),Transit Technologies LLC,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),"Foxster Opco, LLC",06/30/2025,Actual,38486.09
24204,  Def Rev - Transactions (Billed),Ecolane Finland,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),Ecolane USA,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),The Vestige Group LLC,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),The Vestige Group LLC (All),06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),MJM Innovations LLC,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),DispatchBot LLC,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),TT Faster LLC,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),ArgoTrak Inc,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),Passio Tech LLC,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),Tripshot,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),busHive,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),Bytecurve,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),Bytecurve (All),06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),Elimination Entity,06/30/2025,Actual,0.0
24204,  Def Rev - Transactions (Billed),All Locations,06/30/2025,Actual,38486.09
24205,  Def Rev - Setup & Implementation (Billed),TT Intermediate Corp,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),Transit Technologies LLC,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),"Foxster Opco, LLC",06/30/2025,Actual,-184027.33
24205,  Def Rev - Setup & Implementation (Billed),Ecolane Finland,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),Ecolane USA,06/30/2025,Actual,-1206527.1
24205,  Def Rev - Setup & Implementation (Billed),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),The Vestige Group LLC,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),The Vestige Group LLC (All),06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),MJM Innovations LLC,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),MJM Innovations LLC - NEW,06/30/2025,Actual,-37500.0
24205,  Def Rev - Setup & Implementation (Billed),DispatchBot LLC,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),TT Faster LLC,06/30/2025,Actual,-307514.78
24205,  Def Rev - Setup & Implementation (Billed),ArgoTrak Inc,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),Passio Tech LLC,06/30/2025,Actual,-98450.26
24205,  Def Rev - Setup & Implementation (Billed),Tripshot,06/30/2025,Actual,-8954.55
24205,  Def Rev - Setup & Implementation (Billed),busHive,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),Bytecurve,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),Bytecurve (All),06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),Elimination Entity,06/30/2025,Actual,0.0
24205,  Def Rev - Setup & Implementation (Billed),All Locations,06/30/2025,Actual,-1842974.02
24206,  Def Rev - Hardware (Billed),TT Intermediate Corp,06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),Transit Technologies LLC,06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),"Foxster Opco, LLC",06/30/2025,Actual,-5295.0
24206,  Def Rev - Hardware (Billed),Ecolane Finland,06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),Ecolane USA,06/30/2025,Actual,-2205.0
24206,  Def Rev - Hardware (Billed),Argo-Migrated to Vestige Group,06/30/2025,Actual,-72.06
24206,  Def Rev - Hardware (Billed),The Vestige Group LLC,06/30/2025,Actual,-69927.14
24206,  Def Rev - Hardware (Billed),The Vestige Group LLC (All),06/30/2025,Actual,-69999.2
24206,  Def Rev - Hardware (Billed),MJM Innovations LLC,06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),MJM Innovations LLC - NEW,06/30/2025,Actual,-10200.0
24206,  Def Rev - Hardware (Billed),DispatchBot LLC,06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),TT Faster LLC,06/30/2025,Actual,-41433.46
24206,  Def Rev - Hardware (Billed),ArgoTrak Inc,06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),Passio Tech LLC,06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),Tripshot,06/30/2025,Actual,-19105.48
24206,  Def Rev - Hardware (Billed),busHive,06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),Bytecurve,06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),Bytecurve (All),06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),Elimination Entity,06/30/2025,Actual,0.0
24206,  Def Rev - Hardware (Billed),All Locations,06/30/2025,Actual,-148238.14
24207,  Def Rev - Discounts & Penalties (Billed),TT Intermediate Corp,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),Transit Technologies LLC,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),"Foxster Opco, LLC",06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),Ecolane Finland,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),Ecolane USA,06/30/2025,Actual,3566.37
24207,  Def Rev - Discounts & Penalties (Billed),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),The Vestige Group LLC,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),The Vestige Group LLC (All),06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),MJM Innovations LLC,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),DispatchBot LLC,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),TT Faster LLC,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),ArgoTrak Inc,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),Passio Tech LLC,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),Tripshot,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),busHive,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),Bytecurve,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),Bytecurve (All),06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),Elimination Entity,06/30/2025,Actual,0.0
24207,  Def Rev - Discounts & Penalties (Billed),All Locations,06/30/2025,Actual,3566.37
24209,  Def Rev - Warranties (Billed),TT Intermediate Corp,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),Transit Technologies LLC,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),"Foxster Opco, LLC",06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),Ecolane Finland,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),Ecolane USA,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),The Vestige Group LLC,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),The Vestige Group LLC (All),06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),MJM Innovations LLC,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),DispatchBot LLC,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),TT Faster LLC,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),ArgoTrak Inc,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),Passio Tech LLC,06/30/2025,Actual,-15704.96
24209,  Def Rev - Warranties (Billed),Tripshot,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),busHive,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),Bytecurve,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),Bytecurve (All),06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),Elimination Entity,06/30/2025,Actual,0.0
24209,  Def Rev - Warranties (Billed),All Locations,06/30/2025,Actual,-15704.96
24212,  Def Rev - Professional Services (Billed),TT Intermediate Corp,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),Transit Technologies LLC,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),"Foxster Opco, LLC",06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),Ecolane Finland,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),Ecolane USA,06/30/2025,Actual,-21056.79
24212,  Def Rev - Professional Services (Billed),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),The Vestige Group LLC,06/30/2025,Actual,-1950.0
24212,  Def Rev - Professional Services (Billed),The Vestige Group LLC (All),06/30/2025,Actual,-1950.0
24212,  Def Rev - Professional Services (Billed),MJM Innovations LLC,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),DispatchBot LLC,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),TT Faster LLC,06/30/2025,Actual,-99372.84
24212,  Def Rev - Professional Services (Billed),ArgoTrak Inc,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),Passio Tech LLC,06/30/2025,Actual,-6413.8
24212,  Def Rev - Professional Services (Billed),Tripshot,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),busHive,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),Bytecurve,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),Bytecurve (All),06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),Elimination Entity,06/30/2025,Actual,0.0
24212,  Def Rev - Professional Services (Billed),All Locations,06/30/2025,Actual,-128793.43
24213,  Def Rev - Other Revenue (Billed),TT Intermediate Corp,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),Transit Technologies LLC,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),"Foxster Opco, LLC",06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),Ecolane Finland,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),Ecolane USA,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),The Vestige Group LLC,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),The Vestige Group LLC (All),06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),MJM Innovations LLC,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),DispatchBot LLC,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),TT Faster LLC,06/30/2025,Actual,-7985.0
24213,  Def Rev - Other Revenue (Billed),ArgoTrak Inc,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),Passio Tech LLC,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),Tripshot,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),busHive,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),Bytecurve,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),Bytecurve (All),06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),Elimination Entity,06/30/2025,Actual,0.0
24213,  Def Rev - Other Revenue (Billed),All Locations,06/30/2025,Actual,-7985.0
24214,  Def Rev - Upfront Payments (Billed),TT Intermediate Corp,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),Transit Technologies LLC,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),"Foxster Opco, LLC",06/30/2025,Actual,-93066.97
24214,  Def Rev - Upfront Payments (Billed),Ecolane Finland,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),Ecolane USA,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),The Vestige Group LLC,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),The Vestige Group LLC (All),06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),MJM Innovations LLC,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),DispatchBot LLC,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),TT Faster LLC,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),ArgoTrak Inc,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),Passio Tech LLC,06/30/2025,Actual,-257924.55
24214,  Def Rev - Upfront Payments (Billed),Tripshot,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),busHive,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),Bytecurve,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),Bytecurve (All),06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),Elimination Entity,06/30/2025,Actual,0.0
24214,  Def Rev - Upfront Payments (Billed),All Locations,06/30/2025,Actual,-350991.52
24301,  Def Rev - Subscriptions (Paid),TT Intermediate Corp,06/30/2025,Actual,0.0
24301,  Def Rev - Subscriptions (Paid),Transit Technologies LLC,06/30/2025,Actual,0.0
24301,  Def Rev - Subscriptions (Paid),"Foxster Opco, LLC",06/30/2025,Actual,-3396627.29
24301,  Def Rev - Subscriptions (Paid),Ecolane Finland,06/30/2025,Actual,0.0
24301,  Def Rev - Subscriptions (Paid),Ecolane USA,06/30/2025,Actual,-3809774.47
24301,  Def Rev - Subscriptions (Paid),Argo-Migrated to Vestige Group,06/30/2025,Actual,-43870.0
24301,  Def Rev - Subscriptions (Paid),The Vestige Group LLC,06/30/2025,Actual,-3687666.84
24301,  Def Rev - Subscriptions (Paid),The Vestige Group LLC (All),06/30/2025,Actual,-3731536.84
24301,  Def Rev - Subscriptions (Paid),MJM Innovations LLC,06/30/2025,Actual,0.0
24301,  Def Rev - Subscriptions (Paid),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24301,  Def Rev - Subscriptions (Paid),MJM Innovations LLC - NEW,06/30/2025,Actual,-46963.13
24301,  Def Rev - Subscriptions (Paid),DispatchBot LLC,06/30/2025,Actual,0.0
24301,  Def Rev - Subscriptions (Paid),TT Faster LLC,06/30/2025,Actual,-3488310.16
24301,  Def Rev - Subscriptions (Paid),ArgoTrak Inc,06/30/2025,Actual,0.0
24301,  Def Rev - Subscriptions (Paid),Passio Tech LLC,06/30/2025,Actual,-2247203.17
24301,  Def Rev - Subscriptions (Paid),Tripshot,06/30/2025,Actual,-550659.44
24301,  Def Rev - Subscriptions (Paid),busHive,06/30/2025,Actual,-1899792.67
24301,  Def Rev - Subscriptions (Paid),Bytecurve,06/30/2025,Actual,-40444.53
24301,  Def Rev - Subscriptions (Paid),Bytecurve (All),06/30/2025,Actual,-1940237.2
24301,  Def Rev - Subscriptions (Paid),Elimination Entity,06/30/2025,Actual,0.0
24301,  Def Rev - Subscriptions (Paid),All Locations,06/30/2025,Actual,-19211311.7
24302,  Def Rev - Services (Paid),TT Intermediate Corp,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),Transit Technologies LLC,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),"Foxster Opco, LLC",06/30/2025,Actual,185292.16
24302,  Def Rev - Services (Paid),Ecolane Finland,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),Ecolane USA,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),The Vestige Group LLC,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),The Vestige Group LLC (All),06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),MJM Innovations LLC,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),DispatchBot LLC,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),TT Faster LLC,06/30/2025,Actual,2699.8
24302,  Def Rev - Services (Paid),ArgoTrak Inc,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),Passio Tech LLC,06/30/2025,Actual,-30068.64
24302,  Def Rev - Services (Paid),Tripshot,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),busHive,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),Bytecurve,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),Bytecurve (All),06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),Elimination Entity,06/30/2025,Actual,0.0
24302,  Def Rev - Services (Paid),All Locations,06/30/2025,Actual,157923.32
24303,  Def Rev - Licenses (Paid),TT Intermediate Corp,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),Transit Technologies LLC,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),"Foxster Opco, LLC",06/30/2025,Actual,178505.0
24303,  Def Rev - Licenses (Paid),Ecolane Finland,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),Ecolane USA,06/30/2025,Actual,-69925.87
24303,  Def Rev - Licenses (Paid),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),The Vestige Group LLC,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),The Vestige Group LLC (All),06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),MJM Innovations LLC,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),DispatchBot LLC,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),TT Faster LLC,06/30/2025,Actual,-112341.12
24303,  Def Rev - Licenses (Paid),ArgoTrak Inc,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),Passio Tech LLC,06/30/2025,Actual,-219487.32
24303,  Def Rev - Licenses (Paid),Tripshot,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),busHive,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),Bytecurve,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),Bytecurve (All),06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),Elimination Entity,06/30/2025,Actual,0.0
24303,  Def Rev - Licenses (Paid),All Locations,06/30/2025,Actual,-223249.31
24305,  Def Rev - Setup & Implementation (Paid),TT Intermediate Corp,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),Transit Technologies LLC,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),"Foxster Opco, LLC",06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),Ecolane Finland,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),Ecolane USA,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),The Vestige Group LLC,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),The Vestige Group LLC (All),06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),MJM Innovations LLC,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),DispatchBot LLC,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),TT Faster LLC,06/30/2025,Actual,-777506.06
24305,  Def Rev - Setup & Implementation (Paid),ArgoTrak Inc,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),Passio Tech LLC,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),Tripshot,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),busHive,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),Bytecurve,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),Bytecurve (All),06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),Elimination Entity,06/30/2025,Actual,0.0
24305,  Def Rev - Setup & Implementation (Paid),All Locations,06/30/2025,Actual,-777506.06
24306,  Def Rev - Hardware (Paid),TT Intermediate Corp,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),Transit Technologies LLC,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),"Foxster Opco, LLC",06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),Ecolane Finland,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),Ecolane USA,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),The Vestige Group LLC,06/30/2025,Actual,-102763.35
24306,  Def Rev - Hardware (Paid),The Vestige Group LLC (All),06/30/2025,Actual,-102763.35
24306,  Def Rev - Hardware (Paid),MJM Innovations LLC,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),DispatchBot LLC,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),TT Faster LLC,06/30/2025,Actual,-19266.66
24306,  Def Rev - Hardware (Paid),ArgoTrak Inc,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),Passio Tech LLC,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),Tripshot,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),busHive,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),Bytecurve,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),Bytecurve (All),06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),Elimination Entity,06/30/2025,Actual,0.0
24306,  Def Rev - Hardware (Paid),All Locations,06/30/2025,Actual,-122030.01
24307,  Def Rev - Discounts & Penalties (Paid),TT Intermediate Corp,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),Transit Technologies LLC,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),"Foxster Opco, LLC",06/30/2025,Actual,33.99
24307,  Def Rev - Discounts & Penalties (Paid),Ecolane Finland,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),Ecolane USA,06/30/2025,Actual,22362.44
24307,  Def Rev - Discounts & Penalties (Paid),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),The Vestige Group LLC,06/30/2025,Actual,95.0
24307,  Def Rev - Discounts & Penalties (Paid),The Vestige Group LLC (All),06/30/2025,Actual,95.0
24307,  Def Rev - Discounts & Penalties (Paid),MJM Innovations LLC,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),Creative Software Solutions LLC,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),MJM Innovations LLC - NEW,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),DispatchBot LLC,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),TT Faster LLC,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),ArgoTrak Inc,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),Passio Tech LLC,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),Tripshot,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),busHive,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),Bytecurve,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),Bytecurve (All),06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),Elimination Entity,06/30/2025,Actual,0.0
24307,  Def Rev - Discounts & Penalties (Paid),All Locations,06/30/2025,Actual,22491.43
24309,  Def Rev - Warranties (Paid),TT Intermediate Corp,06/30/2025,Actual,0.0
24309,  Def Rev - Warranties (Paid),Transit Technologies LLC,06/30/2025,Actual,0.0
24309,  Def Rev - Warranties (Paid),"Foxster Opco, LLC",06/30/2025,Actual,0.0
24309,  Def Rev - Warranties (Paid),Ecolane Finland,06/30/2025,Actual,0.0
24309,  Def Rev - Warranties (Paid),Ecolane USA,06/30/2025,Actual,0.0
24309,  Def Rev - Warranties (Paid),Argo-Migrated to Vestige Group,06/30/2025,Actual,0.0
24309,  Def Rev - Warranties (Paid),The Vestige Group LLC,06/30/2025,Actual,0.0
24309,  Def Rev - Warranties (Paid),The Vestige Group LLC (All),06/30/2025,Actual,0.0
